3.4e-08;3.4e-08;100;3.4e-10;100000;1e-13;100;100
1.73801e-08;6.65562e-09;0;9.71119;0
7.24411e-09;9.37944e-10;0;8.48741;0
1.04696e-08;2.6845e-09;0;8.47355;0
1.90815e-08;9.74303e-11;0;7.62616;0
1.49916e-08;2.65118e-08;0;7.99328;0
1.75477e-08;1.40691e-08;0;10.7048;0
2.45906e-08;1.79508e-08;-4.16625e-22;8.44647;3.034e+10
1.03035e-08;1.3389e-08;0;8.25751;0
1.30408e-08;2.36761e-08;-1.33501e-21;9.30336;1.76102e+11
1.34613e-08;2.36896e-08;-1.33501e-21;7.52159;-1.76102e+11
4.45491e-09;1.34222e-08;0;8.53431;0
1.77572e-09;5.33701e-09;0;8.33836;0
1.96758e-08;2.0159e-08;-1.11069e-22;9.19747;9.61058e+08
2.6992e-08;1.09485e-08;0;10.0791;0
2.32054e-08;7.69008e-09;0;7.95283;0
3.05006e-09;2.23347e-08;0;8.98401;0
2.28264e-08;6.22648e-09;0;7.66541;0
2.96104e-08;7.81108e-09;-9.32958e-22;8.44416;1.06475e+11
2.36439e-08;1.97029e-08;0;9.34953;0
8.19014e-09;3.4633e-09;0;10.1972;0
1.18471e-08;1.12542e-08;0;9.69034;0
1.94541e-08;1.68056e-08;0;7.9837;0
1.91921e-08;1.09365e-08;-1.7469e-22;8.57454;2.39971e+10
8.90329e-09;4.84002e-09;0;7.71384;0
1.89607e-08;1.31469e-08;0;7.30723;0
5.23997e-09;2.6785e-08;-1.01059e-21;8.16986;1.08111e+10
3.23233e-08;8.57506e-09;0;6.9868;0
2.03879e-08;1.46426e-08;0;9.06856;0
9.09102e-09;3.06208e-08;-2.70865e-23;9.07212;-2.61919e+09
2.39369e-08;2.34182e-08;0;9.25285;0
2.36752e-08;2.39869e-09;0;8.97128;0
1.28359e-08;1.46591e-08;0;10.04;0
2.12069e-08;2.64717e-08;0;7.26479;0
3.68371e-09;1.45647e-08;0;8.89354;0
3.15896e-08;5.06841e-09;0;9.84115;0
1.90931e-08;3.01067e-08;0;8.27206;0
1.25914e-08;2.54425e-08;-9.9985e-22;8.80887;4.62314e+09
3.05013e-08;2.67698e-08;0;9.33689;0
2.79074e-08;1.12687e-08;0;9.35574;0
2.45891e-08;3.19535e-08;0;7.23505;0
2.77717e-08;3.07926e-08;0;8.67583;0
1.78789e-08;2.6164e-08;0;5.64706;0
9.45515e-10;1.05462e-10;-2.28384e-22;9.63585;3.35571e+10
3.28376e-09;2.33896e-08;0;7.90327;0
1.44934e-08;2.3347e-08;0;8.35055;0
3.15993e-08;2.35341e-08;0;8.17775;0
2.65423e-08;1.45518e-08;0;6.94338;0
3.07783e-08;1.46762e-08;0;8.7464;0
2.97835e-08;1.84028e-08;-1.04289e-22;8.75306;3.8309e+09
2.02348e-08;3.21968e-09;-1.25629e-22;8.7858;4.8241e+09
7.27644e-09;1.17921e-08;0;9.91658;0
2.20842e-09;2.27719e-08;0;7.42421;0
2.86676e-08;7.73644e-09;0;8.33901;0
3.24896e-08;1.84106e-08;0;9.33577;0
6.48594e-10;5.68975e-09;0;6.41331;0
9.23395e-09;3.26224e-09;0;10.5701;0
6.02477e-10;7.12096e-09;0;9.99625;0
8.31585e-09;3.02721e-08;-2.70865e-23;7.82763;2.61919e+09
2.99729e-08;1.90534e-08;-1.04289e-22;7.00666;-3.8309e+09
2.86931e-08;2.05314e-08;0;8.55514;0
2.05634e-08;5.97805e-10;0;8.79707;0
6.57928e-09;2.76565e-08;0;7.60596;0
3.15552e-08;1.0272e-08;0;10.4657;0
2.47131e-08;2.68971e-10;0;9.26328;0
